id,author,pubdate,description,sentimen
793,@alkindichannel3897,5/4/24 1:38,Koinnya hilang pula ya katanya ckckckck,negatif
794,@tedifirman7185,5/4/24 0:02,"Udh korup,betak lagi",negatif
795,@zeuskingofthegods1319,5/3/24 23:42,Yak begitulah ya ges Buat masalah - viral - klarifikasi Nanti2 dibilang diselesaikan dengan cara kekeluargaan ðŸ—¿ðŸ—¿ðŸ—¿ðŸ¤Œ,negatif
796,@hadyanbayugraha5426,5/3/24 23:20,"Beacukai sekarang musuh se Indonesia setelah koruptor. Gw harap ganjaran setimpal pada pihak dan orang yang Beker ja di dalamnya. Moga gajian mereka tertahan balik. Biar Allah yang membalaskan kejahatan mereka. Orang jahat pasti akan dibalas, karena gw tahu Allah itu maha adil",negatif
797,@pujowibowo7381,5/3/24 22:39,Beacukai juga pencuri hati hati bila paket sudah di buka akan ada yg hilang,negatif
798,@goodgame2248,5/3/24 22:29,Emang NGENTOT BEA CUKAI BIKIN SUSAH ORANG KONTOL,negatif
799,@wann9333,5/3/24 22:09,"Bea cukai bangs@t. Barang org dipalakin. Indonesia sdh jadi negara pemalak. Alasan melindungi industri dalam negeri n buat pemasukan negara. Industri mana yg kamu lindungi?? Pemasukan siapa yg kamu lindungi?? Orang gak percaya sama pejabat2 negara makan duit rakyat tapi menindas. Barang konsumtif pribadi orang sebesar apa sih efeknya buat negara??? Ngasih dendanya juga gila2an. Barang orang duit orang mau dibelanjakan kemana terserah orang lah. Sri Mulyani kalau gak mampu majukan ekonomi dalam negeri, ya jangan jadi pemalak juga.",negatif
800,@mohamadwaliyuddin6741,5/3/24 22:07,"Bea cukai indonesia ini perompak berlesen, para aparat ini menggunakan wewenang mereka dan menindas rakyat dengan cukai yang tidak masuk akal",negatif
801,@pxrock9204,5/3/24 20:47,ðŸ˜‚ðŸ˜‚ðŸ˜‚ indo lur...kejam pada warga ya sendiri.ðŸ˜…ðŸ˜…ðŸ˜… Cape bgt dah ðŸ˜‚,negatif
802,@gunawanaliyahya5038,5/3/24 19:28,Beacukai sarangnya mafiaa wkwkwk,negatif
803,@AsepMbuh-ue4rt,5/3/24 18:39,"Yh buat untuk ngecek barang napa pada rusak dan ada koin yang hilang di dalam box tersebut,hdeh negara kapan maju klo yang duduk diatas kek gitu semua",negatif
804,@fathurrahman7517,5/3/24 16:02,Tspi barangnya udah di buka dan di rusak beberapa perintilannya,negatif
805,@AgusPurnomo-wk8yu,5/3/24 12:22,BEA CUKAI OH BEA CUKAI. rakyat yang mengajari.,negatif
806,@huff3302,5/3/24 11:55,"Pdhl ngomong aja gaji lu kurang, maknya lu kenain tafif sebesar besarnya biar untung semua",negatif
807,@user-ig8gp1zo8y,5/3/24 11:28,Tapi kardusnya rusak gimana tuh,negatif
808,@user-jv7bp8bd9z,5/3/24 11:13,"bea cukai, itu pungli. Mau mereka bikin klarifikasi selengkap apapun mereka cuma bisa mancing alibi. ga tau malu orang orang ini. berharap mafia bersenjata masuk buat ngendaliin orang orang kaya mereka. ga salah Soekarno rekrut PKI. karena tau typikal orang Indonesia itu nyedot darah bangsa sendiri, tukang adu domba, dan ga mau ngikutin aturan.",negatif
809,@iwanrozy9198,5/3/24 10:54,Apa nggak malu tu orang orang bea cukai masa bu menteri yg harus klarifikasi,negatif
810,@hacilehachinabao4315,5/3/24 10:06,"Makin bobrok aja , bacotan jokowi untuk membrantas mafia, wong mafianya dia juga sendiri",negatif
811,@OMGDUDEITSFIRE,5/3/24 6:24,Kemaren kominfo sekarang bea cukai? Emang aneh negara ini,negatif
812,@oobeteighsuki1234,5/3/24 5:06,"yang bukan siapa2, gigit jari aja klo udah berurusan dengan bea cukai",negatif
813,@najlamuthiahnafiah2867,5/3/24 5:05,Klo gak bisa kerja jgn di gaji lhaaaa,negatif
814,@najlamuthiahnafiah2867,5/3/24 5:04,Harus viral dulu kah baru di bantu???,negatif
815,@ZaidanArkana-vk2vm,5/3/24 3:50,Mana ada barang yang hilang di video review nya Medy renaldy,negatif
816,@rocket-heroes9347,5/3/24 2:15,Ini masalahnya di dalam review meidy ada bagian parts yg hilang yaitu koin jaminan keaslian produk barangnya,negatif
817,@hendrisetiawan1775,5/3/24 2:01,Hahahaha bea brasa ngliat uang bisa di ganda kan ðŸ˜‚,negatif
818,@klis5131,5/2/24 23:59,Jadi tanda tanya??? Tarif bea masuk apakah sudah ada ditetapkan di awal?? Atau suka2 petugas?.. Jadi aneh juga kl petugas yg disalahkan kl diawal ada penetapan perhitungannya.. Kan cm menjalankan aturan... Kl suka2 itu baru salah...jadi mungkin itu hal pertama yg perlu diluruskan bu menteri...,positif
819,@sugiyanto8187,5/2/24 22:49,"Copot saja semua, susah amat, tuman. Aliexpres saja diblikir mau belanja part dari luar susah jadinya.",negatif
820,@abdulabdul7817,5/2/24 21:25,"Becukai kaya raya semua duit haram sudah puluhan mereka nikmati,lihat isi rumah mereka mewah mewah penuh barang impor barang ilegal dan barang barang orang yang cukainya sengaja mereka mahalkan agar tak terbayar, dan merekalah yang membuat barang barang impor tak mahal lantaran cukai yang mereka buat selangit akhirnya jadi mahal,dan ada satupun pegawai bea cukai yang sederhana Hana hidupnya semua pegawai bea cukai kaya raya mereka menikmati duit haram buat anak istri mereka.",negatif
821,@unknowchannel1333,5/2/24 20:32,Beacukai bangke...malak orang muluðŸ˜¡ðŸ˜¡,negatif
822,@aradeakarna209,5/2/24 18:48,temen gua kerja di Qatar..cuma buruh di restoran..tukang cuci piring...dia nabung berbulan bulan buat beli motor impian...buat di kasih ke adiknya...dia bukannya ngga mau ngasih uangnya ke keluarganya buat beli motor di indo saja bli motor nya...dia hanya mau ngasih kejutan buat adiknya...beli motor 120 juta...motor di kirim ...dan apa yg terjadi...motor ny ga nyampe nyampe ke adiknya...tertahan di kantor pajak...kasian...berapa coba pajak yg harus di bayar...185 juta...gilaaaaaaaaaaaaa..dan sang kakak harus nabung lagi berbulan bulan buat nebus itu motor...kasian...,negatif
823,@agusadi_20,5/2/24 18:28,"harus di audit ulang ni bea cukai, di cek orang\'\'\' nya lagi",negatif
824,@delaanggraeni3868,5/2/24 11:17,"Salah kasih harga, paket rusak, isi nya ada yang ilangðŸ¤¦â€â™€ï¸ buset makin bobrok aja bea cukaiðŸ¤¢",negatif
825,@tonyeliias2119,5/2/24 8:07,pajaknya di korupðŸ˜‚gayus masih sehat,negatif
826,@ujangsolihin984,5/2/24 7:50,BOIKOT BEACUKAI,negatif
827,@user-lj6gy7yc1n,5/2/24 5:35,namanya juga oknum bea cukai bangsat anak anjing semua tu isi nya oknum oknum bea cukai tu ibu nya lonte,negatif
828,@generasi_Z_emas,5/2/24 4:54,beacukai di bubarkan saja bikin penghabat exspor impor.rusakanya jalur rkonomi jual beli antar negara,negatif
829,@paull9139,5/2/24 3:38,Anak nya gak malu kah kelakuan orang tua nya begitu makan uang haramðŸ˜…,negatif
830,@supta2110,5/2/24 1:16,"Gk viral, gk gercep",negatif
831,@edipurnomo1738,5/2/24 0:10,Intinya sh cintai produk dalam negeri...,netral
832,@kodak6433,5/2/24 8:19,Rubicon bukan barang dalam negeri,netral
833,@fransk6493,5/1/24 23:22,"Masa harus viral dulu? Sampai2 mentri turun tangan, wajib diperiksa itu org2 bea cukai..",negatif
834,@YogaSitorusdi,5/1/24 21:44,Org kiriman bukan beli suka ga percaya beacukai,negatif
835,@DYOUTUBE27,5/1/24 21:39,"MENTANG2 DILINDUNGI PEMERINTAH, BISA BERBUAT SEENAKNYA!!! MANUSIA2 KORUP!! GUA SUMPAHIN SATU KELUARGA LU PADA MATI MAKAN UANG HARAM HASIL KORUP IMING2 PAJAK!!! PREMAN VERSI BEACUKAI!!! WAHAI WARGA INDONESIA!! STOP BAYAR PAJAK!!! MISKINKAN MEREKA SENDIRI!!! PREMAN BERKEDOK BEACUKAI!!! MAKAN TU UANG HARAM BUAT HIDUPIN KLUARGA2, SUAMI/ISTRI, DAN ANAK2 ANDA!!!",negatif
836,@fadillirfan8385,5/1/24 20:33,Koreksi terjadi karna viral ya,negatif
837,@febrilandreyahdarmansyah8792,5/1/24 16:05,Koin maianan aja sampe ilang MANTEP KAMU bongkar bongkar NYAKUIN,negatif
838,@_isan.04,5/1/24 15:33,Heleh,netral
839,@sonjihan8404,5/1/24 14:50,Ajg,negatif
840,@breakhart,5/1/24 12:33,"terus pemerintah bertanyaÂ² kenapa yg sekolah luar negri ga balik dan jadi warga negara luar, kelakuan seperti ini mau minta mereka yg berduit stay gimana caranya ðŸ˜‚",negatif
841,@aldi_azwar,5/1/24 11:06,Kapan indonesia maju kalo petugas negara seperti ini terusðŸ˜¢?,negatif
842,@aldi_azwar,5/1/24 11:04,Kebiasaan emang,negatif
843,@dianwidianto5765,5/1/24 10:58,1 direktorat perpajakan 2 bea cukai Ini nie yg harus dibongkar pasti bnyak yg ambil uang rakyak,negatif
844,@LeoPark-ld2zd,5/1/24 10:45,"Sangat memalukan, negara lain swmakin maju, kita semakin bodoh, perangkat negara tdk bertanggung jawab",negatif
845,@f.s.firdaus8106,5/1/24 10:41,Perampok berseragam,negatif
846,@Jegegpro,5/1/24 10:29,\'Bajingan Cuk..\' BC,negatif
847,@aku.dedy20,5/1/24 10:23,"Kalo rakyat jelata, yah bakalan ilang dah barangnya...",negatif
848,@jayawindra16gmailcom,5/1/24 10:21,"udah pejabatnya korup menterinya ikut-ikutan sama karyawan pulak ,presiden bingung sendiri masyarakatnya SDM rendah   nggak mau ngalah lagi merasa paling benar. UdahlahðŸ—¿capek jalanin aja lah serba unik Negri kita",negatif
849,@Diavolo315,5/1/24 9:30,Gak viral gak ketauan ðŸ˜‚,negatif
850,@AndiRahman81,5/1/24 8:47,"Bea cukai salah target, mereka membunuh diri sendiri. ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",negatif
851,@magedabe1302,5/1/24 7:02,Hmmmmm... Temen temen alun ayahnya siapa itu yg nganiaya pake selebrasi,negatif
852,@aminfadly6568,5/1/24 6:37,"Duit haram kalian berikan kepada keluarga kalian,,tega",negatif
853,@zacky22jaya70,5/1/24 5:39,"Bunuh saja semua pegawai ditjen pajak dan bea cukai,iblis bentukan pemerintah itu hanya bisa mencekik rakyat kecil.",negatif
854,@fajarrohmat9360,5/1/24 5:30,sama drmananya woyy? yg satu beli satunya hadiahðŸ˜…,negatif
855,@vanessa-19208,5/1/24 5:19,Gimana kalau di pecat semua ...ganti yg baru yg isinya orang baik...apakah di sekitaran situ udah gak ada orang pintar yg baik?,negatif
856,@zaenohasan,5/1/24 4:06,Rakyat tambah sensara,negatif
857,@jaimselow7398,5/1/24 3:14,busuk sebusuknya semoga disegerakan membusuk ke pikiran dan oragan tubuh para penjahat ber seragam. saya tidak iklas pajak buat bayarin gaji mereka.,negatif
858,@aaekos7333,5/1/24 1:51,Wow,netral
859,@DwiMulyoSetiawan-ki3ec,5/1/24 1:46,Gk viral gk selesai = wakanda,negatif
860,@majorline94,5/1/24 0:41,BEA CUKONG ðŸŽ‰ðŸŽ‰ðŸŽ‰,negatif
861,@morisforal9199,4/30/24 23:56,"Mungkin pekerja beacukai itu mikirnya yg beli barang dri luarnegri punya bnyk uang jadi cri tambahan gampang, tinggal ulik ulik dikit cuan.",negatif
862,@yanyunanto116,4/30/24 23:36,Salah lawan bos.. Gak ngerti harga asal banderol aja.. Kocak..,negatif
863,@doge1590,4/30/24 23:24,Kira-kira berapa ya mehdi dibayar pihak DHL/ekspedisi sbg kompensasi -tutup mulut- ?,negatif
864,@Dewagamer10,4/30/24 22:46,Dongo banget padahal itu mahal banget loh,negatif
865,@landungwahyuprasetya6778,4/30/24 18:55,Wkw massa sekelas bg medy yg udh sukses nyebut harga mainannya lbh kecil wkw,negatif
866,@Jggkmmknkkknvffbbnkk,4/30/24 18:19,Giliran viral br kerja bener.,negatif
867,@handagame1214,4/30/24 13:16,Bea cukai lgi knp ?,negatif
868,@kasankurosaki3925,4/30/24 11:26,Masih percaya rakyat indo pas dijajah belanda tidak di gaji oleh Belanda? Itu hoax,negatif
869,@user-pk9pz2jv3p,4/30/24 11:11,"Harga barang nya aja ga semahal bea masuk, hitung nya pake rumus apa ya",negatif
870,@edysupriyono3922,4/30/24 9:48,Lumayan gratis tanpa bersusah payah bisa buat mainan anak cucu di rumah,negatif
871,@witawiwied7448,4/30/24 9:29,Mentri keuangan nya kya yang ketakutan,negatif
872,@donezgaming6680,4/30/24 9:28,"pantesan pada KAYA ternyata hasil UANG HARAM, ðŸ˜…ðŸ˜…ðŸ˜…MIRIS HIDUP DI NEGARA SARANG KORUPTOR",negatif
873,@dirhamhadinov,4/30/24 9:26,layanan terburuk beacuka seduniaðŸ˜‚ðŸ˜‚!! danasih si pelihara negara,negatif
874,@SyahrirCar,4/30/24 8:15,Harus nya pejabat juga harus diperiksa barang bawaannya seperti halnya orang biasa.,negatif
875,@adressamoss3984,4/30/24 8:05,"Pingin masalah mulus , Kasih kami Fulluss ðŸ¤‘ðŸ¤‘ðŸ’¸ðŸ’¸ðŸ’¸",negatif
876,@user-tc8oz2vc3c,4/30/24 7:37,Bea cukai haris dikoreksi dan harus memberi info pada masyarakat,negatif
877,@dodyrainst4871,4/30/24 7:35,Jelas sarangnya mana mau di introgasi.. inget Dosa..!!,negatif
878,@ShineeAce,4/30/24 7:33,gak viral gak diurus.,negatif
879,@royketelienoni2586,4/30/24 7:32,Tunggu viral trs Menteri turun baru kelar urusan nya.. terus itu dirjen bea cukai sama jajaran nya ngapain aja? Makan gaji buta meras rakyat sendiri?ðŸ˜… dirjen nya harus di selidiki kpk dan segera copot!,negatif
880,@user-kb7rj3fy6q,4/30/24 7:09,Apa semua influencer dan importir harus memviralkan semua barangnya yang janggal dan atau ditahan bea cukai?,negatif
881,@spot6599,4/30/24 6:46,Ga di slidik ni bea cukai udah sring terdengar anehðŸ¤£BERAK CUKAI,negatif
882,@memantaulugtolug805,4/30/24 6:24,Pas Sampai ke POS INDO KENA Pajak lagi 27% ðŸ˜‚ Auto melambung dari harga barang,negatif
883,@TheNuril666,4/30/24 6:20,Lucu y pembeli/penerima paket malah yg di kenakan denda...kenapa tdk ada sangsi ke pihak jasa pengiriman toh mereka yg harusnya bertanggung jawabðŸ˜ªðŸ˜ª,negatif
884,@Bocah_Tua_Nakal_01,4/30/24 6:06,Apapun Harus viral dulu baru di tindak ðŸ˜‚ðŸ˜‚ðŸ˜‚ negara apaan ini..... Konyol bgt...,negatif
885,@ariefrif8794,4/30/24 4:51,Bandit penjarah rampok disitu smw wkkwk,negatif
886,@prikitiew4015,4/30/24 4:31,semoga rezeki pegawai Bea juga tertahanðŸ¤²,negatif
887,@yhanakhan2542,4/30/24 4:28,Mulai sekarang barang yang di Tahan di bea . . viralkan saja barang nya pasti di kembalikan,negatif
888,@kokisengsih5972,4/30/24 4:27,"Semua di duitin, semua di pajakin. Inilah wakanda sekarang. Akibat ngumpulin dana untuk IKN",negatif
889,@yhanakhan2542,4/30/24 4:27,Hadeuuh negeri Konoha mata duitan,negatif
890,@roeddysetiawan870,4/30/24 4:27,Usulkan pejabat sontoloyo ini dipecat saja.,negatif
891,@subnetsystem69s15,4/30/24 4:24,Lelahnya hidup di Wakanda Kampung Maling bersanding dengan Preman Berseragam,negatif
892,@johannasiregar5055,4/30/24 4:18,Viralin terus !!!,negatif
893,@nofrisaputraa,4/30/24 4:15,"Sudah miskin bener nih wakanda hingga harus memeras warganya untuk dapat setoran lebih. Pajak dinaikin, koruptor bebas merajalela dimana mana, sumber daya alam di keruk dengan luar biasa tapi kita hanya dapat ampasnya, dagingnya dimakan sama china. Bener2 edan dah pejabat2 negeri ini dalam bernegara",negatif
894,@haremking4779,4/30/24 4:09,Viral baru di urusin tai,negatif
895,@GTZ.77,4/30/24 4:05,aturanya yg di atur bkn keluhan yg di koreksi..aneh2 aja lu sri..,negatif
896,@umarbinkattab2241,4/30/24 3:53,Dipermudah ( X ) Diperaulit ( âˆš ) Kerja cerdas ( X ) Kerja tolol ( âˆš ),negatif
897,@superIZZY,4/30/24 3:40,"Sebener nya BC mahal itu biar kita kapok beli2 barang luar, biar kita beli produk dalam negri aja gitu. masalahnya gak semua yg kita butuhkan ada di dalam negriðŸ˜¢.",negatif
898,@subarjo9636,4/30/24 3:35,cukai goblok..,negatif
899,@thefriend1435,4/30/24 3:22,ðŸ˜‚ðŸ˜‚ banyak pajak untuk bangun ikn,negatif
900,@suryamuhammad1159,4/30/24 3:21,"Komplotan maling berseragam,,,",negatif
901,@YadLose,4/30/24 3:13,"Pada kaya bea cukai,wow pajak nya besar sekali hebatnya bea cukai di indo",negatif
902,@deviyuliani9991,4/30/24 3:04,Pantesan mereka sejahtera dan kaya semua. . . KPK tolong cek mereka semua. . .siapa tau bnyk oknum yg bersarang dsanaðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…. Indonesia bnyk menjadi pemimpin untuk memperkaya diri mereka,negatif
903,@devyaja5420,4/30/24 3:03,"Sapu bersih semua pejabat pajak,",negatif
904,@KKong28,4/30/24 3:01,Beacukai sarang koruptor,negatif
905,@anakukenzo5627,4/30/24 2:57,Ujung2 y korupsi,negatif
906,@massrifki8675,4/30/24 2:49,Kena denda yg tidak pernah di lakukan,negatif
907,@apryasmaraandika,4/30/24 2:49,Harus viral dulu baru di respon ðŸ˜ªðŸ˜ªðŸ˜ª,negatif
908,@user-ki9kb1ku4g,4/30/24 2:36,KPK...monggo,negatif
909,@dwierlanggaerlangga4541,4/30/24 2:34,"Ini sebabnya Indonesia tak bisa merdeka,,, secara nyata,",negatif
910,@awang602,4/30/24 2:16,Segera benahi,negatif
911,@akira-ov1qy,4/30/24 2:10,Bukan hal yg tidak mungkin ketua kpk dulu aj korupsi . Sejarah itu lho ðŸ˜„ .,negatif
912,@faihan4635,4/30/24 2:10,APA NUNGGU VIRAL BARU DI PROSES JANGAN ALASAN SOP PADAHAL KALIAN KORUPSI...!!,negatif
913,@irwansyahdedy3036,4/30/24 2:07,Yg jelas oknum pingin nyari keuntungan pribadi.klau dibayarpun uangnya egk masuk kenegara.tapi masuk kekantong pribadi.,negatif
914,@andreasirawan1906,4/30/24 2:06,Negara oknum,negatif
915,@zeroalta24,4/30/24 2:03,"Meminta uang dengan alasan kebijakan, masih banyak ya...",negatif
916,@kp7152,4/30/24 2:03,Seharus nya indonesia lihat contoh malaysia mengenai bea cukai. Saya pernah bawa jga barang mainan hotwheels da itu saya bawa dari indonesia ke malaysia barang tu saya bawa ke sana memang banyak tapi hanya untuk koleksi dan d simpan rumah saya d malaysia. Ad 4 box hotwheels dan saya cuma kena RM 30 saja dan klo d rupiah kan kena 100 rb kan. Dan mereka jelaskan dan tidak menyusahkan saya d sna. Tidak seperti di indonesia apa2 klo bisa di uang kan dan kena pajak bea cukai klo bisa selangit,negatif
917,@SahabatHolistik,4/30/24 1:54,"Rampok cukaiii , asemm",negatif
918,@ILoveYou-uj3vs,4/30/24 1:45,"Pantesan yg kerja di sana pada betah, lah harga barang sekitar 14 juta, eehh di suruh tebus 27 juta.",negatif
919,@blockfdiary,4/30/24 1:43,"udh gk bener ini bea cukai, lembaga gk guna nyusain masyarakat, udh meresahkan dr jaman dlu, makan uang harom trus itu lembaga",negatif
920,@irman660,4/30/24 1:41,Memalukan anjirr,negatif
921,@rocky91289,4/30/24 1:30,Akhirnya ad yg bersuara..ðŸ˜‚ðŸ˜‚ðŸ˜‚,negatif
922,@user-vi3vv9oo6h,4/30/24 1:21,Bea cukai sepertinya sengaja kasih harga pajak mahal...kan untuk dapat duit buat bagun IKN.. kalau tidak dapat darimana lagi... ðŸ˜Œ,negatif
923,@andhiependex,4/30/24 1:18,Telat harusnya segera direview sebelum product launcing,negatif
924,@blackant2179,4/30/24 1:15,Kemaruk Amat ama duit (doyan apa rakus?),negatif
925,@LenyKevin,4/30/24 1:15,KPK KOREK DONG BEA CUKAI... SAMA CEK HARTA KEPALA CUKAINYA.....,negatif
926,@titanok5201,4/30/24 0:56,Nga herang sama pejabat wakanda,negatif
927,@siswandisugiharto4215,4/30/24 0:54,"Bukan rahasia umum lagi,di instansi pemerintah banyak uang yang masuk ke kantong pribadi.",negatif
928,@Parlindungan-sl8ty,4/30/24 0:40,"#NOVIRALNOJUSTICE #KapanINDONESIaMenjdiNegaraMaju???? Tidak akan maju kalau masih Banyak oknum MALING/PERAMPOK/PENCURI Berseragam di negri ini, miris sekali.",negatif
929,@shanti2024-gh9te,4/30/24 0:38,Begal berkedok seragam ðŸ˜¢ðŸ˜¢,negatif
930,@KangPlayon,4/30/24 0:36,masih kagak kapok bangke... gila.. ðŸ˜…ðŸ‘,negatif
931,@alpianrona9142,4/30/24 0:30,"@jagat review dan mas alva sering ngalamin wkwk ,kiriman hardware",negatif
932,@arutoD768,4/30/24 0:19,"Kenapa harus viral dulu baru di cek dan apakah setelah kasus ini selesai, sistem bayar bea cukai akan kembali normal? tidak ada lagi bayar pajak bea cukai yang abnormal bahkan anomali? soalnya buanyak loh mereka yang bukan influencer ataupun orang terkenal, kena pajak yang tidak sesuai dari aplikasi anda sendiri.",negatif
933,@rudirudy2892,4/30/24 0:02,"Ni kpla bea cke ko g ada suara dn bri klrifiksi, ksnnya mgap udh knyag kli g bsa urus ank buahnya, jgn2.....ðŸ˜¬ðŸ˜¬ðŸ˜¬ðŸ˜¬prh loc krj g pcusss bikin rugi msrkt j,",negatif
934,@user-ml1pv6od3s,4/29/24 23:56,Tempat korup terbesar setelah gedung pr,negatif
935,@hakinoamril964,4/29/24 23:55,Kalian para pejabat negara mmg menyiksa rakyat..,negatif
936,@GusDurSangGurubangsa,4/29/24 23:51,#2024BeaCukaasiii 0:18 ViraaalðŸ˜‚ðŸ˜‚ðŸ˜‚ the best lahh,negatif
937,@manganime8761,4/29/24 23:28,Semua pegawai beacukai hartanya wajib di periksa kpk....,negatif
938,@mr_baros,4/29/24 23:27,KPK harus cek beacukai,negatif
939,@nusantarakita3914,4/29/24 23:14,Apakah ini prestasi??? Apakah ini layak di puji??? Hasil Kerja...??? Atau hasil viral ???ðŸ˜…,negatif
940,@AndiFeriyana,4/29/24 23:10,"Padahal yg jadi pegawai negara skolah tinggi berpendidikan lulusan terbaik dan jago korup malak suap, ini toh yg diagung agungkan orang berpendidikan tapi mental malak",negatif
941,@wongkitogta5,4/29/24 23:07,begal cukai,negatif
942,@adhiprasetyo7167,4/29/24 23:04,Tolong yang bermasalah bukan hanya yang viral!! banyak dari warga indonesia juga yang dirugikan akibat kebijakan yang tidak pro dengan rakyat ...barang disita pelayanan dokumen dipersulit kita sebagai masyarakat tidak mendapatkan edukasi dan kejelasan...terlalu se\'mena\'2 dengan masayarakat.. seakan-akan kita maling jadi mereka berhak merampas semua...tolong seluruh media bantu kami...ada kezaliman yang di selimuti oleh peraturan ðŸ˜¢,negatif
943,@adesipittofficial4548,4/29/24 23:03,Bea cukai BOBROK,negatif
944,@hikarin5932,4/29/24 22:49,Kalau mau cepet beres masalah harus viral duluðŸ˜…,negatif
945,@mulyansyah6359,4/29/24 22:48,Mau kerja di bea cukai ah biar cepet kaya...,negatif
946,@kampretos-uj4wg,4/29/24 22:46,bea cukai di gaji rakyat untuk memeras rakyat !!! NO VIRAL NO JUSTICE !!!,negatif
947,@Cebok_barengan,4/29/24 22:30,"Udeh gak heran bea cukai banyak kasusnya, dari jaman majapahit sampai sekarang, untung aja kemenkeu yang sekarang aktif orangnya love u bu sri mulyani",negatif
948,@tommyking626,4/30/24 7:52,No viral no justice diblg aktif ðŸ˜‚,negatif
949,@user-mb5ny6lc3h,4/29/24 22:26,Bea cukai lg butuh dana tambahan ðŸ˜‚ðŸ˜‚,negatif
950,@suryasusanto89,4/29/24 22:21,"Pertama. BC gak bisa seenaknya doank unboxing terus tidak mengembalikan ke posisi semulai. Kedua, BC WAJIB menghubungi Pihak Penerima untuk konfirmasi nilai barang, BUKAN KE PIHAK EKSPEDISI. Terakhir, HARUS PROAKTIF bukan REAKTIF!!",negatif
951,@sotobabat2866,4/29/24 22:19,Up,netral
952,@user-ex3tp5pu2s,4/29/24 22:06,Setidaknya sudah responsif bagusðŸ‘,negatif
953,@user-hh9ui5ji5l,4/29/24 22:01,Kalo terus terusan terjadi berarti oknum tikusnya banyak bu mentri....,negatif
954,@plinkdoz3131,4/29/24 21:56,Ini yang terekspose karena viral...padahal mungkin banyak kasus serupa tp tidak ada penyelesaian..enak ya kerjanya gaji tunjangan gede pula plus punglinyaðŸ˜‚.,negatif
955,@peristiwaapasaja,4/29/24 21:53,Segala sesuatu harus viral dulu baru ditindak ðŸ˜…,negatif
956,@chokyandrafebriano3575,4/29/24 21:43,"HADEEHH....BEACUKAI lg,, BEACUKAI lg...lg TENAR bgt yaa skrg kalian,, selama ini ga prnh kdengeran dan seTENAR ini... AKHIRNYA bs TERKENAL jg kalian,, dan VIRAL di kalangan masyarakat...spertinya PEMERINTAH sdh wktunya utk membereskan LEMBAGA ini krn sdh mnjadi MOMOK MENJIJIKKAN dimata masyarakat!!!",negatif
957,@krissutikno2136,4/29/24 21:42,"Dirjen bea cukai harus dipecatðŸ˜¢, tidak pantas atau memang sudah banyak memeras masyarakat?",negatif
958,@taufikbre630,4/29/24 21:38,viral...coba kalo gak viral..sampe kiamat juga di BC... beginilah nasib bangsa ini... ya ALLAH..,negatif
959,@hiburan_random,4/29/24 21:38,Itu cuma yg viral bagaimana nasib yg kgk viralðŸ˜¢,negatif
960,@mawarningsih2924,4/29/24 21:37,nggk heran pegawai bea cukai selama ini hedon2,negatif
961,@RomiTomi-mm6nf,4/29/24 21:24,Beacukai ini penjahat juga sbnarnya ðŸ˜‚ðŸ˜‚ hnya saja halus caranya....,negatif
962,@ilpamrizky4152,4/29/24 21:23,"maling nya banyak di bea cukai bu,makanya pada kaya kaya smua..gaji sm gaya hidup ngga sesuai ðŸ˜‚ðŸ˜‚ðŸ˜‚",negatif
963,@midhatjaha9639,4/29/24 21:20,Negara lagi kekurangan uang.. Abis pemiluðŸ˜®,negatif
964,@anonimus699,4/29/24 21:17,"Memang harus diviralkan dulu kinerja bea cukai ini yg gak becus, apa"" harus dipajakin.",negatif
965,@nusantarakita3914,4/29/24 23:12,"Iya donk, ga viral ga kerja betulan....ðŸ˜‚ðŸ˜‚ðŸ˜‚ Dan ga mungkin semuanya viral...ðŸ˜…",negatif
966,@crossbone9193,4/29/24 21:05,VIRALLLLLL VIRALLLLLL!!! BAKAR AJA SEKALIANNN!!!!!,negatif
967,@berl1nd,4/29/24 21:01,BUBARIN INDONESIA !!!,negatif
968,@XANGXERMAN,4/29/24 20:52,Kinerja kalian memang enggak pernah beres,negatif
969,@Joebarakuda,4/29/24 20:41,"Bubarkan saja, korup di sembunyikan",negatif
970,@TakahiroBy.panggonsrawun-hi3mw,4/29/24 20:38,No viral no justice ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,negatif
971,@edwwjy,4/29/24 20:20,Negara tikus ðŸ˜¢,negatif
972,@Bapaknya_samsul,4/29/24 20:16,Udah ditahan rusak juga ðŸ˜…ðŸ˜‚,negatif
973,@gnsisokane1327,4/29/24 20:05,Becuk cuk cuk begal berseragam ðŸ˜‚ðŸ˜‚,negatif
974,@tyopras7113,4/29/24 19:43,Beacukai ladang koruptor tapi pada diam,negatif
975,@amangtahecogot,4/29/24 19:10,"Cemana nya pejabat bea cukai nya itu,???",negatif
976,@anggitaradhono6281,4/29/24 18:32,Koin 40th anniversary nya hilang. Dibongkar itu paketnyq banh medy.,negatif
977,@sby-febrikrisna6412,4/29/24 17:12,Cuan cuan ðŸ˜‚,negatif
978,@SatwonoIlyasa,4/29/24 16:01,Kekayaan pegawai bea cukai wajib dilaporkan ðŸ˜…,negatif
979,@BACOTIN123,4/29/24 15:09,Viral dulu baru tau rasa,negatif
